Date,Heure,Artiste,Titre,Année de la chanson,Sexe,Pays d’Origine
2012-07-15,08H39,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-15,08H48,Pitbull,Back In Time,2012,H,USA
2012-07-15,08H51,Ivyrise,Line Up The Stars,2012,Groupe,Angleterre
2012-07-15,08H56,Shy'm,Et Alors !,2012,F,France
2012-07-15,09H02,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-15,09H03,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-15,09H06,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-15,09H09,Emeli Sande,next to me        1,2012,F,Inconnu
2012-07-15,09H13,Shakira,Addicted To You,2012,F,Colombie
2012-07-15,09H15,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-15,09H19,Paris Africa,Des Ricochets,2011,Groupe,France
2012-07-15,09H31,Birdy,Skinny Love,2008,F,USA
2012-07-15,09H33,Khaled,C'est La Vie,2012,H,Algerie
2012-07-15,09H37,Lily Allen,22,2009,F,France
2012-07-15,09H45,Dry,Ma Melodie,2012,H,France
2012-07-15,09H49,Tacabro,Tacata,2012,Groupe,Italie
2012-07-15,09H52,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-15,09H59,We Are Me,We Gon' Party,2012,Groupe,France
2012-07-15,10H00,Maroon 5,Payphone,2012,Groupe,USA
2012-07-15,10H04,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-15,10H08,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-15,10H12,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-15,10H16,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-15,10H20,Sean Paul,Got 2 Luv You,2011,H,Jamaique
2012-07-15,10H27,Superbus,A La Chaine,2012,Groupe,France
2012-07-15,10H30,Pitbull,Back In Time,2012,H,USA
2012-07-15,10H34,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-07-15,10H47,Youssoupha,Dreamin,2012,H,France
2012-07-15,10H51,Michel Telo,Ai Se Eu Te Pego (nooossa,2011,H,Bresil
2012-07-15,10H54,Owl City,Good Time,2012,H,USA
2012-07-15,10H57,Matt Houston,Positif,2012,H,France
2012-07-15,11H00,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-15,11H01,Basto,I Rave You,2012,H,Belgique
2012-07-15,11H03,Taio Cruz,There She Goes,2012,H,Angleterre
2012-07-15,11H07,Shy'm,Et Alors !,2012,F,France
2012-07-15,11H10,Katy Perry,Wide Awake,2012,F,USA
2012-07-15,11H14,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-15,11H17,Rihanna,Disturbia,2008,F,USA
2012-07-15,11H29,Birdy,Skinny Love,2008,F,USA
2012-07-15,11H31,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-15,11H34,Jack Holiday,Children 2012,2012,H,Suisse
2012-07-15,11H44,Shakira,Addicted To You,2012,F,Colombie
2012-07-15,11H47,Justin Nozuka,Heartless (promesse),2010,H,USA
2012-07-15,11H55,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-15,11H58,David Guetta,Metropolis,2012,H,France
2012-07-15,12H00,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-15,12H04,Maroon 5,Payphone,2012,Groupe,USA
2012-07-15,12H12,Jenifer,Sur Le Fil,2012,F,France
2012-07-15,12H15,Rihanna,Take A Bow,2008,F,USA
2012-07-15,12H19,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-15,12H26,Mutine,Fille Ou Garcon,2012,Groupe,France
2012-07-15,12H29,Pitbull,Back In Time,2012,H,USA
2012-07-15,12H32,Katy Perry,Part Of Me,2012,F,USA
2012-07-15,12H36,Dry,Ma Melodie,2012,H,France
2012-07-15,12H47,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-15,12H54,Flo Rida,Whistle,2012,H,USA
2012-07-15,12H58,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-07-15,13H02,Beyonce,Sweet Dreams,2009,F,USA
2012-07-15,13H07,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-15,13H10,Taio Cruz,There She Goes,2012,H,Angleterre
2012-07-15,13H14,Jali,Un Jour Ou L'autre,2011,H,Belgique
2012-07-15,13H24,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-15,13H27,Birdy,Skinny Love,2008,F,USA
2012-07-15,13H30,Lucenzo,Baila Morena,2010,H,France
2012-07-15,13H33,We Are Me,We Gon' Party,2012,Groupe,France
2012-07-15,13H43,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-15,13H50,Elisa Tovati,Il Nous Faut,2011,F,France
2012-07-15,13H53,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-15,14H00,Global Deejays,Hardcore Vibes,2012,Groupe,Autriche
2012-07-15,14H02,Owl City,Good Time,2012,H,USA
2012-07-15,14H06,Matt Houston,Positif,2012,H,France
2012-07-15,14H09,Superbus,A La Chaine,2012,Groupe,France
2012-07-15,14H13,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-15,14H17,Agnes,Release Me,2008,F,Suede
2012-07-15,14H24,Leslie,Des Mots Invincibles,2012,F,France
2012-07-15,14H27,Pitbull,Back In Time,2012,H,USA
2012-07-15,14H31,Kelly Clarkson,Stronger,2012,F,USA
2012-07-15,14H35,Dry,Ma Melodie,2012,H,France
2012-07-15,14H45,Maroon 5,Payphone,2012,Groupe,USA
2012-07-15,14H49,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-15,14H53,Inna Modja,French Cancan,2011,F,Cameroun
2012-07-15,14H57,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-15,15H00,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-15,15H04,Lily Allen,22,2009,F,France
2012-07-15,15H07,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-15,15H10,Youssoupha,Dreamin,2012,H,France
2012-07-15,15H14,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-15,15H18,Shy'm,Et Alors !,2012,F,France
2012-07-15,15H29,Birdy,Skinny Love,2008,F,USA
2012-07-15,15H31,Dj Mam's,Zumba He Zumba Ha,2012,H,France
2012-07-15,15H35,Marie Mai,Comme Avant,2011,F,Canada
2012-07-15,15H45,Taio Cruz,There She Goes,2012,H,Angleterre
2012-07-15,15H49,Ivyrise,Line Up The Stars,2012,Groupe,Angleterre
2012-07-15,15H56,Matt Houston,Happy Birthday,2012,H,France
2012-07-15,16H00,Nicki Minaj,Starships,2012,F,USA
2012-07-15,16H06,Emeli Sande,next to me        1,2012,F,Inconnu
2012-07-15,16H09,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-15,16H13,Lmfao,Party Rock Anthem,2011,Groupe,USA
2012-07-15,16H17,Jenifer,Sur Le Fil,2012,F,France
2012-07-15,16H24,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-15,16H28,Pitbull,Back In Time,2012,H,USA
2012-07-15,16H31,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-15,16H35,Gusttavo Lima,Balada,2012,H,Bresil
2012-07-15,16H44,Dry,Ma Melodie,2012,H,France
2012-07-15,16H52,Basto,I Rave You,2012,H,Belgique
2012-07-15,16H59,Kenza Farah,Quelque Part,2012,F,France
2012-07-15,17H00,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-15,17H03,Maroon 5,Payphone,2012,Groupe,USA
2012-07-15,17H07,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-15,17H10,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-15,17H14,Mika,Celebrate,2012,H,Angleterre
2012-07-15,17H17,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-15,17H25,Pitbull,Get It Started,2012,H,USA
2012-07-15,17H29,Birdy,Skinny Love,2008,F,USA
2012-07-15,17H32,Khaled,C'est La Vie,2012,H,Algerie
2012-07-15,17H36,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-07-15,17H48,Owl City,Good Time,2012,H,USA
2012-07-15,17H51,Matt Houston,Positif,2012,H,France
2012-07-15,17H55,Martin Solveig,The Night Out,2011,H,France
2012-07-15,18H00,Neon Hitch,Fuck You Betta,2012,F,Angleterre
2012-07-15,18H06,Sean Paul,Touch The Sky,2012,H,Jamaique
2012-07-15,18H08,Emeli Sande,next to me        1,2012,F,Inconnu
2012-07-15,18H09,David Guetta,I Can Only Imagine,2012,H,France
2012-07-15,18H13,Aura Dione,Friends,2012,F,Danemark
2012-07-15,18H16,Jennifer Lopez,Goin In,2012,F,USA
2012-07-15,18H25,Olly Murs,Heart Skip A Beat,2011,H,Angleterre
2012-07-15,18H31,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-15,18H34,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-07-15,18H44,Calvin Harris,Let's Go,2012,H,Ecosse
2012-07-15,18H52,Train,Drive By,2012,Groupe,USA
2012-07-15,18H55,Lykke Li,I Follow Rivers,2011,F,Suede
2012-07-15,19H00,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-15,19H01,Shakira,Addicted To You,2012,F,Colombie
2012-07-15,19H04,Jennifer Lopez,Dance Again,2012,F,USA
2012-07-15,19H07,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-15,19H14,Pitbull,Back In Time,2012,H,USA
2012-07-15,19H17,Ellie Goulding,Lights,2011,F,Angleterre
2012-07-15,19H24,Rihanna,Where Have You Been,2012,F,USA
2012-07-15,19H28,Taio Cruz,There She Goes,2012,H,Angleterre
2012-07-15,19H31,Of Monsters And Men,Little Talks,2011,Groupe,Islande
2012-07-15,19H34,Loreen,Euphoria,2012,F,Suede
2012-07-15,19H40,Linkin Park,Burn It Down,2012,Groupe,USA
2012-07-15,19H44,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-15,19H47,Usher,Scream,2012,H,USA
2012-07-15,19H51,Maroon 5,Payphone,2012,Groupe,USA
2012-07-15,19H58,Flo Rida,Whistle,2012,H,USA
2012-07-15,20H02,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-15,20H06,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-15,20H11,Katy Perry,Part Of Me,2012,F,USA
2012-07-15,20H14,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-15,20H17,Shy'm,Et Alors !,2012,F,France
2012-07-15,20H28,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-15,20H31,Jenifer,Sur Le Fil,2012,F,France
2012-07-15,20H34,Shakira,Addicted To You,2012,F,Colombie
2012-07-15,20H40,Youssoupha,Dreamin,2012,H,France
2012-07-15,20H43,Kelly Clarkson,Stronger,2012,F,USA
2012-07-15,20H47,Daddy Yankee,Lovumba,2011,H,Porto Rico
2012-07-15,20H51,Mika,Elle Me Dit,2011,H,Angleterre
2012-07-15,20H55,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-16,05H00,Pitbull,Back In Time,2012,H,USA
2012-07-16,05H03,Lady Gaga,Paparazzi,2009,F,USA
2012-07-16,05H07,M Pokora,Merci D'etre,2012,H,France
2012-07-16,05H10,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-16,05H14,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-16,05H17,Taio Cruz,There She Goes,2012,H,Angleterre
2012-07-16,05H22,Ellie Goulding,Lights,2011,F,Angleterre
2012-07-16,05H26,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-16,05H30,Martin Solveig,The Night Out,2011,H,France
2012-07-16,05H37,Shakira,Addicted To You,2012,F,Colombie
2012-07-16,05H40,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-16,05H44,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-07-16,05H47,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-16,05H50,Matt Houston,Positif,2012,H,France
2012-07-16,05H54,Mika,Celebrate,2012,H,Angleterre
2012-07-16,05H57,Pitbull,Give Me Everything,2011,H,USA
2012-07-16,06H02,Birdy,Skinny Love,2008,F,USA
2012-07-16,06H05,Serebro,Mama Luba (mama Lover),2011,Groupe,Russie
2012-07-16,06H08,Katy Perry,Teenage Dream,2010,F,USA
2012-07-16,06H16,Nossa,Mas Que Nada,2012,Groupe,Espagne
2012-07-16,06H19,Maroon 5,Payphone,2012,Groupe,USA
2012-07-16,06H23,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-16,06H32,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-16,06H40,Shy'm,Et Alors !,2012,F,France
2012-07-16,06H43,Of Monsters And Men,Little Talks,2011,Groupe,Islande
2012-07-16,06H45,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-16,06H49,Kelly Clarkson,Stronger,2012,F,USA
2012-07-16,06H55,Basto,I Rave You,2012,H,Belgique
2012-07-16,07H00,Emeli Sande,next to me        1,2012,F,Inconnu
2012-07-16,07H02,Youssoupha,Dreamin,2012,H,France
2012-07-16,07H06,Pitbull,Back In Time,2012,H,USA
2012-07-16,07H09,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-16,07H13,Rihanna,You Da One,2011,F,USA
2012-07-16,07H16,Superbus,A La Chaine,2012,Groupe,France
2012-07-16,07H20,Usher,Scream,2012,H,USA
2012-07-16,07H24,Katy Perry,Wide Awake,2012,F,USA
2012-07-16,07H34,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-16,07H38,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-16,07H43,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-16,07H47,Taio Cruz,There She Goes,2012,H,Angleterre
2012-07-16,08H02,Shakira,Addicted To You,2012,F,Colombie
2012-07-16,08H05,Ocean Drive,Because,2009,Groupe,France
2012-07-16,08H08,Birdy,Skinny Love,2008,F,USA
2012-07-16,08H11,Will i Am,This Is Love,2012,H,USA
2012-07-16,08H15,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-16,08H19,Dry,Ma Melodie,2012,H,France
2012-07-16,08H22,Owl City,Good Time,2012,H,USA
2012-07-16,08H32,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-16,08H35,Flo Rida,Whistle,2012,H,USA
2012-07-16,08H40,Kenza Farah,Quelque Part,2012,F,France
2012-07-16,08H44,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-16,08H47,Magic System,Bouger Bouger,2005,H,France
2012-07-16,08H51,Maroon 5,Payphone,2012,Groupe,USA
2012-07-16,08H55,Jack Holiday,Children 2012,2012,H,Suisse
2012-07-16,09H02,Pitbull,Back In Time,2012,H,USA
2012-07-16,09H06,Youssoupha,Dreamin,2012,H,France
2012-07-16,09H09,Katy Perry,I Kissed A Girl,2008,F,USA
2012-07-16,09H13,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-16,09H16,Jenifer,Sur Le Fil,2012,F,France
2012-07-16,09H16,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-16,09H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-16,09H28,David Guetta,Metropolis,2012,H,France
2012-07-16,09H32,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-16,09H35,Taio Cruz,There She Goes,2012,H,Angleterre
2012-07-16,09H45,Adele,Set Fire To The Rain,2011,F,Angleterre
2012-07-16,09H48,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-16,09H53,Matt Houston,Positif,2012,H,France
2012-07-16,09H56,Julian Perretta,Generation X,2012,H,Angleterre
2012-07-16,10H02,Birdy,Skinny Love,2008,F,USA
2012-07-16,10H05,Martin Solveig,The Night Out,2011,H,France
2012-07-16,10H08,Black Eyed Peas,Let's Get It Started,2004,Groupe,USA
2012-07-16,10H12,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-16,10H23,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-16,10H30,Leslie,Des Mots Invincibles,2012,F,France
2012-07-16,10H30,Usher,Scream,2012,H,USA
2012-07-16,10H33,Dry,Ma Melodie,2012,H,France
2012-07-16,10H44,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-07-16,10H51,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-16,10H55,Bruno Mars,Marry You,2011,H,USA
2012-07-16,10H58,Pitbull,Back In Time,2012,H,USA
2012-07-16,11H03,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-16,11H06,Maroon 5,Payphone,2012,Groupe,USA
2012-07-16,11H10,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-16,11H14,Rihanna,Don't Stop The Music,2007,F,USA
2012-07-16,11H18,Of Monsters And Men,Little Talks,2011,Groupe,Islande
2012-07-16,11H25,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-16,11H32,Tacabro,Tacata,2012,Groupe,Italie
2012-07-16,11H46,Maroon 5,Moves Like Jagger,2011,Groupe,USA
2012-07-16,11H49,Basto,I Rave You,2012,H,Belgique
2012-07-16,11H53,Flo Rida,Whistle,2012,H,USA
2012-07-16,11H56,Kenza Farah,Quelque Part,2012,F,France
2012-07-16,12H00,Birdy,Skinny Love,2008,F,USA
2012-07-16,12H04,Matt Houston,Happy Birthday,2012,H,France
2012-07-16,12H06,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-16,12H10,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-16,12H13,Beyonce,Crazy In Love,2003,F,USA
2012-07-16,12H25,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-16,12H29,Katy Perry,Wide Awake,2012,F,USA
2012-07-16,12H32,Sexion D'assaut,Ma Direction,2012,Groupe,France
2012-07-16,12H47,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-16,12H50,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-16,12H53,B.o.b,Airplanes,2010,H,USA
2012-07-16,12H56,Maroon 5,Payphone,2012,Groupe,USA
2012-07-16,13H00,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-16,13H04,Dry,Ma Melodie,2012,H,France
2012-07-16,13H08,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-16,13H14,Justin Nozuka,Heartless (promesse),2010,H,USA
2012-07-16,13H14,Pitbull,Back In Time,2012,H,USA
2012-07-16,13H18,Sean Paul,Touch The Sky,2012,H,Jamaique
2012-07-16,13H25,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-16,13H29,Basto,Cloudbreaker,2012,H,Belgique
2012-07-16,13H33,Jenifer,Sur Le Fil,2012,F,France
2012-07-16,13H36,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-16,13H47,Mika,Celebrate,2012,H,Angleterre
2012-07-16,13H50,Matt Houston,Positif,2012,H,France
2012-07-16,13H54,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-16,14H00,Shy'm,Et Alors !,2012,F,France
2012-07-16,14H02,Taio Cruz,There She Goes,2012,H,Angleterre
2012-07-16,14H05,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-16,14H09,Youssoupha,Dreamin,2012,H,France
2012-07-16,14H17,Mutine,Fille Ou Garcon,2012,Groupe,France
2012-07-16,14H17,Shakira,Whenever Wherever,2001,F,Colombie
2012-07-16,14H27,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-16,14H30,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-07-16,14H30,Will i Am,This Is Love,2012,H,USA
2012-07-16,14H34,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-16,14H49,Keen V,Ma Vie Au Soleil,2012,H,France
2012-07-16,14H49,Martin Solveig,Hello,2010,H,France
2012-07-16,15H00,Katy Perry,Hot N Cold,2008,F,USA
2012-07-16,15H02,Dry,Ma Melodie,2012,H,France
2012-07-16,15H10,Leslie,Des Mots Invincibles,2012,F,France
2012-07-16,15H16,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-16,15H16,Jennifer Lopez,Goin In,2012,F,USA
2012-07-16,15H24,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-16,15H28,Owl City,Good Time,2012,H,USA
2012-07-16,15H32,Usher,Scream,2012,H,USA
2012-07-16,15H36,Maroon 5,Payphone,2012,Groupe,USA
2012-07-16,15H47,Basto,I Rave You,2012,H,Belgique
2012-07-16,15H50,Flo Rida,Whistle,2012,H,USA
2012-07-16,15H58,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-16,16H04,Matt Houston,Positif,2012,H,France
2012-07-16,16H06,Dj Assad,Addicted,2012,H,France
2012-07-16,16H10,Pink,Just Like A Pill,2002,F,USA
2012-07-16,16H14,Youssoupha,Dreamin,2012,H,France
2012-07-16,16H25,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-16,16H29,Katy Perry,Wide Awake,2012,F,USA
2012-07-16,16H32,Sexion D'assaut,Ma Direction,2012,Groupe,France
2012-07-16,16H36,Taio Cruz,There She Goes,2012,H,Angleterre
2012-07-16,16H47,Adele,Someone Like You,2011,F,Angleterre
2012-07-16,16H51,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-16,16H59,Pitbull,Back In Time,2012,H,USA
2012-07-16,17H04,Julian Perretta,Generation X,2012,H,Angleterre
2012-07-16,17H06,Shakira,Addicted To You,2012,F,Colombie
2012-07-16,17H09,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-16,17H12,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-16,17H15,Selena Gomez,Love You Like A Love Song,2011,F,USA
2012-07-16,17H23,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-16,17H26,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-07-16,17H30,Dry,Ma Melodie,2012,H,France
2012-07-16,17H41,Jack Holiday,Children 2012,2012,H,Suisse
2012-07-16,17H45,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-16,17H48,Bruno Mars,Just The Way You Are,2010,H,USA
2012-07-16,17H51,Nicki Minaj,Pound The Alarm,2012,F,USA
2012-07-16,17H55,Lucenzo,Baila Morena,2010,H,France
2012-07-16,17H58,Maroon 5,Payphone,2012,Groupe,USA
2012-07-16,18H00,Flo Rida,Whistle,2012,H,USA
2012-07-16,18H04,Martin Solveig,The Night Out,2011,H,France
2012-07-16,18H07,Birdy,Skinny Love,2008,F,USA
2012-07-16,18H11,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-16,18H14,Jenifer,Sur Le Fil,2012,F,France
2012-07-16,18H18,Mika,Celebrate,2012,H,Angleterre
2012-07-16,18H25,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-16,18H28,M Pokora,Merci D'etre,2012,H,France
2012-07-16,18H32,Pink,Fuckin'perfect,2010,F,USA
2012-07-16,18H45,Youssoupha,Dreamin,2012,H,France
2012-07-16,18H49,Katy Perry,Part Of Me,2012,F,USA
2012-07-16,18H53,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-16,18H56,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-16,19H00,Pitbull,Back In Time,2012,H,USA
2012-07-16,19H03,Owl City,Good Time,2012,H,USA
2012-07-16,19H07,Gotye,Somebody That Use To Know,2012,H,Australie
2012-07-16,19H10,Matt Houston,Happy Birthday,2012,H,France
2012-07-16,19H14,Kelly Clarkson,Stronger,2012,F,USA
2012-07-16,19H18,Lucenzo,Wine It Up,2012,H,France
2012-07-16,19H29,Shaka Ponk,My Name Is Stain,2012,Groupe,France
2012-07-16,19H33,Chris Brown,Don't Wake Me Up,2012,H,USA
2012-07-16,19H36,Shakira,Addicted To You,2012,F,Colombie
2012-07-16,19H47,Kenza Farah,Quelque Part,2012,F,France
2012-07-16,19H49,David Guetta,Memories,2010,H,France
2012-07-16,19H57,Shaggy,Girls Just Wanna Have Fun,2012,H,Jamaique
2012-07-16,20H00,Corneille,Co-pilot,2012,Groupe,Canada
2012-07-16,20H03,Pitbull,Get It Started,2012,H,USA
2012-07-16,20H07,Birdy,Skinny Love,2008,F,USA
2012-07-16,20H11,David Guetta,Metropolis,2012,H,France
2012-07-16,20H13,Dry,Ma Melodie,2012,H,France
2012-07-16,20H20,Will i Am,This Is Love,2012,H,USA
2012-07-16,20H24,Superbus,A La Chaine,2012,Groupe,France
2012-07-16,20H35,Coldplay,Princess Of China,2012,Groupe,Angleterre
2012-07-16,20H39,Khaled,C'est La Vie,2012,H,Algerie
2012-07-16,20H43,Maroon 5,Payphone,2012,Groupe,USA
2012-07-16,20H52,Gusttavo Lima,Balada,2012,H,Bresil
2012-07-16,21H04,Basto,I Rave You,2012,H,Belgique
2012-07-16,21H10,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-16,21H23,Pitbull,Back In Time,2012,H,USA
2012-07-16,21H23,Shaka Ponk,Let's Bang,2012,Groupe,France
2012-07-16,21H30,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-16,21H40,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-16,22H03,Katy Perry,Wide Awake,2012,F,USA
2012-07-16,22H03,Youssoupha,Dreamin,2012,H,France
2012-07-16,22H23,The Wanted,Chasing The Sun,2012,Groupe,Angleterre
2012-07-16,22H30,Jenifer,Sur Le Fil,2012,F,France
2012-07-16,22H30,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-16,22H50,Maroon 5,Payphone,2012,Groupe,USA
2012-07-16,22H50,Shy'm,Et Alors !,2012,F,France
2012-07-16,23H03,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-16,23H23,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-16,23H29,Serebro,Mama Luba (mama Lover),2011,Groupe,Russie
2012-07-16,23H39,Dry,Ma Melodie,2012,H,France
2012-07-17,00H00,R.I.O.,Party Shaker,2012,Groupe,Allemagne,
2012-07-17,05H00,Maroon 5,Payphone,2012,Groupe,USA
2012-07-17,05H03,Shy'm,Et Alors !,2012,F,France
2012-07-17,05H07,Jose De Rico,Rayos Del Sol,2012,H,Espagne
2012-07-17,05H10,Katy Perry,Wide Awake,2012,F,USA
2012-07-17,05H14,Cobra Starship,You Make Me Feel,2011,Groupe,USA
2012-07-17,05H29,Birdy,Skinny Love,2008,F,USA
2012-07-17,05H35,Bruno Mars,The Lazy Song,2011,H,USA
2012-07-17,05H38,Sonia Y Selena,Yo Quiero Bailar,2001,Groupe,Espagne
2012-07-17,05H42,Youssoupha,Dreamin,2012,H,France
2012-07-17,05H46,Carly Rae Jepsen,Call Me Maybe,2012,F,Canada
2012-07-17,05H49,Nervo,You're Gonna Love Again,2012,Groupe,Australie
2012-07-17,05H52,P Diddy,I'll Be Missing You,1997,H,USA
2012-07-17,05H56,1789,Je Veux Le Monde,2012,Groupe,France
2012-07-17,05H59,Gusttavo Lima,Balada,2012,H,Bresil
2012-07-17,06H02,Taio Cruz,There She Goes,2012,H,Angleterre
2012-07-17,06H06,Adele,Someone Like You,2011,F,Angleterre
2012-07-17,06H11,Sexion D'assaut,Wati House,2012,Groupe,France
2012-07-17,06H15,Pink,Blow Me (one Last Kiss),2012,F,USA
2012-07-17,06H19,David Guetta,Metropolis,2012,H,France
2012-07-17,06H23,Simple Plan,Summer Paradise,2012,Groupe,Canada
2012-07-17,06H26,Jessie J,Price Tag,2011,F,Angleterre
2012-07-17,06H35,Pitbull,Back In Time,2012,H,USA
2012-07-17,06H39,Superbus,A La Chaine,2012,Groupe,France
2012-07-17,06H44,Shakira,Addicted To You,2012,F,Colombie
2012-07-17,06H46,Jenifer,Sur Le Fil,2012,F,France
